"Z_FieldDescr_Id","OrderID","model","Module","fieldUseGroup","TableName","FieldName","Nulls","dataType","FieldSize","key","References","ClosedList","FieldNotes","FieldDefinition","FieldDefn_old","DestinationField","DestFieldID","exportToXLS","privateNotes","DenormTransl","RecordsNotNull","PercentNotNull","CheckedAt","FldInUse","DescrOfTbl","example1","example2","example3","example4","exampleComments","relType","relName","xmlExportSkip"
6266,9.00,"logical","VegBank",,"referenceParty","salutation","yes","text",250,"n/a","n/a","no","n/a","The salutation field is used in addressing an individual with a particular title, such as Dr., Ms., Mrs., Mr., etc.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6267,10.00,"logical","VegBank",,"referenceParty","givenName","yes","text",250,"n/a","n/a","no","All names except surname","The given name field is used for the all names, except the surname, of the individual associated with the resource.  Possible usages include: first name and middle name, first name and middle initials, first name, etc.  Example(s): Jo, Jo R., Jo R.W., John Robert Peter",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,1,,,,,,"n/a","n/a",0
6268,11.00,"logical","VegBank",,"referenceParty","surname","yes","text",250,"n/a","n/a","no","n/a","The surname field is used for the last name of the individual associated with the resource.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,1,,,,,,"n/a","n/a",0
6269,12.00,"logical","VegBank",,"referenceParty","suffix","yes","text",250,"n/a","n/a","no","n/a","A suffix or suffix abbreviation that follows a name.  Examples: Jr., Senior, III, etc.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6270,13.00,"logical","VegBank",,"referenceParty","organizationName","yes","text",250,"n/a","n/a","no","n/a","The responsible party field contains the full name of the organization that is associated with the resource. This field is intended to describe which institution or overall organization is associated with the resource being described. Note that this field, used in conjunction with 'individualName' and 'positionName' make up a single logical originator. Because of this, an originator with only the individualName of 'Joe Smith' is NOT the same as an originator with the name of 'Joe Smith' and the organizationName of 'NSF'. Also, the positionName should not be used in conjunction with individualName unless only that individual at that position would be considered an originator for the data package. If a positionName is used in conjunction with an organizationName, then that implies that any person who currently occupies said positionName at organizationName is the originator of the data package. Example(s): National Center for Ecological Analysis and Synthesis",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6271,14.00,"logical","VegBank",,"referenceParty","currentParty_ID","yes","Long Integer",,"FK","referenceParty.referenceParty_ID","no","recursive FK","Recursive Foreign key into the referenceParty table to indicate the current name of the party.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"normal","n/a",0
6272,6.00,"logical","VegBank",,"referenceJournal","referenceJournal_ID","no","autoNumber",,"PK","n/a","no","n/a","Primary key for the referenceJournal table.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6273,7.00,"logical","VegBank",,"referenceJournal","journal","no","text",250,"n/a","n/a","no","n/a","The name of the journal, magazine, newspaper, zine, etc... in which the article was published. Example(s): Ecology, New York Times, Harper's, Canadian Journal of Botany/Revue Canadienne de Botanique ,The Journal of the American Medical Association",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,1,,,,,,"n/a","n/a",0
6274,8.00,"logical","VegBank",,"referenceJournal","issn","yes","text",250,"n/a","n/a","no","n/a","The ISSN, or International Standard Serial Number that has been assigned to this literature resource. Example(s): ISSN 1234-5679",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6275,9.00,"logical","VegBank",,"referenceJournal","abbreviation","yes","text",250,"n/a","n/a","no","n/a","Standard abbreviation or shorter name of the journal.  Example(s): Can. J. Bot./Rev. Can. Bot., JAMA",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6276,6.00,"logical","VegBank",,"classContributor","CLASSCONTRIBUTOR_ID","no","autoNumber",,"PK","n/a","no","Primary key for the classContributor table.","Database generated identifier assigned to each unique contribution to the classification of a plot observation.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6277,7.00,"logical","VegBank",,"classContributor","COMMCLASS_ID","no","Long Integer",,"FK","commClass.COMMCLASS_ID","no","Foreign key into the commClass table.","Observation classification event to which the contributor is associated.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"inverted","n/a",0
6278,8.00,"logical","VegBank",,"classContributor","PARTY_ID","no","Long Integer",,"FK","party.PARTY_ID","no","Foreign key into the party table.","Link to the party that contributed to the classification event.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"normal","n/a",0
6279,9.00,"logical","VegBank",,"classContributor","ROLE_ID","yes","Long Integer",,"FK","aux_Role.ROLE_ID","no","Foreign key into the aux_Role table","Foreign key that identifies the role that the party had in the classification event (e.g., classifier, consultant, research advisor).",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"normal","n/a",0
6280,6.00,"logical","VegBank",,"commClass","COMMCLASS_ID","no","autoNumber",,"PK","n/a","no","Primary Key for the commClass table.","Database generated identifier assigned to each unique observation classification event.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6281,7.00,"logical","VegBank",,"commClass","OBSERVATION_ID","no","Long Integer",,"FK","observation.OBSERVATION_ID","no","Foreign key into the observation table","Link to the observation table identifying which observation is being classified.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"inverted","n/a",0
6282,8.00,"logical","VegBank",,"commClass","classStartDate","yes","date/time",,"n/a","n/a","no","n/a","Start date for the application of a vegetation class to a plot observation by one or more parties.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6283,9.00,"logical","VegBank",,"commClass","classStopDate","yes","date/time",,"n/a","n/a","no","n/a","Stop date for the application of a vegetation class to a plot observation by one or more parties.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6284,10.00,"logical","VegBank",,"commClass","inspection","yes","yes/no",,"n/a","n/a","no","n/a","Classification informed by simple inspection of data.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6285,11.00,"logical","VegBank",,"commClass","tableAnalysis","yes","yes/no",,"n/a","n/a","no","n/a","Classification informed by inspection of floristic composition tables.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6286,12.00,"logical","VegBank",,"commClass","multivariateAnalysis","yes","yes/no",,"n/a","n/a","no","n/a","Classification informed by use of multivariate numerical tools.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6287,13.00,"logical","VegBank",,"commClass","expertSystem","yes","yes/no",,"n/a","n/a","no","n/a","Classification informed by use of automated expert system.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6288,14.00,"logical","VegBank",,"commClass","classPublication_ID","yes","Long Integer",,"FK","reference.reference_ID","no","Foreign key into the reference table","Link to a publication wherein the observation was classified.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"normal","n/a",0
6289,15.00,"logical","VegBank",,"commClass","classNotes","yes","Memo",,"n/a","n/a","no","n/a","Notes about the classification event by the parties participating in the event. This might include the purpose or rationale for the classification.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6290,16.00,"implementation","VB_impl",,"commClass","commName","yes","text",200,"n/a","n/a","no",,,,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6291,17.00,"implementation","VB_impl",,"commClass","commCode","yes","text",200,"n/a","n/a","no",,,,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6292,18.00,"implementation","VB_impl",,"commClass","commFramework","yes","text",200,"n/a","n/a","no",,,,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6293,19.00,"implementation","VB_impl",,"commClass","commLevel","yes","text",200,"n/a","n/a","no",,,,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6294,6.00,"logical","VegBank",,"commInterpretation","COMMINTERPRETATION_ID","no","autoNumber",,"PK","n/a","no","Primary Key for the communityInterpretation table.","Database generated identifier assigned to each unique assignment of a community concept to a plot observation.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6295,7.00,"logical","VegBank",,"commInterpretation","COMMCLASS_ID","no","Long Integer",,"FK","commClass.COMMCLASS_ID","no","Foreign key into the commClassification table.","Link to the commClassification table identifying the specific classification event.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"inverted","n/a",0
6296,8.00,"logical","VegBank",,"commInterpretation","COMMCONCEPT_ID","no","Long Integer",,"FK","commConcept.COMMCONCEPT_ID","no","Foreign key into the commConcept table.","Link to the communityConcept table identifying the specific community concept being applied.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"normal","n/a",0
6297,9.00,"implementation","VB_impl",,"commInterpretation","commcode","yes","text",34,"n/a","n/a","no",,,,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6298,10.00,"implementation","VB_impl",,"commInterpretation","commname","yes","text",200,"n/a","n/a","no",,,,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6299,11.00,"logical","VegBank",,"commInterpretation","classFit","yes","text",50,"n/a","n/a","yes","closed list","Indicates the degree of fit with the community concept being assigned. Values derive from Gopal, S., and Woodcock, C. (1994), Theory and methods for accuracy assessment of thematic maps using fuzzy sets. Photogrammetric Engineering and Remote Sensing 60(2):181-188.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6300,12.00,"logical","VegBank",,"commInterpretation","classConfidence","yes","text",15,"n/a","n/a","yes","closed list","Indicates the degree of confidence of the interpreter(s) in the interpretation made. This can reflect the level of familiarity with the classification or the sufficiency of information about the plot (e.g., High, Moderate, Low).",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6301,13.00,"logical","VegBank",,"commInterpretation","commAuthority_ID","yes","Long Integer",,"FK","reference.reference_ID","no","Foreign key into the reference table","Link to the reference from which information on the community concept was obtained during the classification event. (A case could be made for this being moved to reference.)",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"normal","n/a",0
6302,14.00,"logical","VegBank",,"commInterpretation","notes","yes","Memo",,"n/a","n/a","no","n/a","Notes pertaining to the classification analysis and decision.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6303,15.00,"logical","VegBank",,"commInterpretation","type","yes","yes/no",,"n/a","n/a","no","n/a","This assignment is the type description for the community concept, as indicated in the publication referenced in  commClass.classPublication_ID  (NOT the commAuthority_ID of this commInterpretation table).",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6304,16.00,"logical","VegBank",,"commInterpretation","nomenclaturalType","yes","yes/no",,"n/a","n/a","no","n/a","Typal plot for the Braun-Blanquet community name.",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6305,6.00,"logical","VegBank",,"coverIndex","COVERINDEX_ID","no","autoNumber",,"PK","n/a","no","Primary key for the coverIndex table","Database generated identifier assigned to each unique coverclass associated index value.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"n/a","n/a",0
6306,7.00,"logical","VegBank",,"coverIndex","COVERMETHOD_ID","no","Long Integer",,"FK","coverMethod.COVERMETHOD_ID","no","Foreign key into the coverMethod table.","Links to a specific cover scale.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"inverted","n/a",0
6307,8.00,"logical","VegBank",,"coverIndex","coverCode","no","text",10,"n/a","n/a","no","n/a","The name or label used in the coverclass scale for this specific coverclass.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,1,,,,,,"n/a","n/a",0
6308,9.00,"logical","VegBank",,"coverIndex","upperLimit","yes","Double",,"n/a","n/a","no","n/a","Upper limit, in percent, associated with the specific coverCode.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"n/a","n/a",0
6309,10.00,"logical","VegBank",,"coverIndex","lowerLimit","yes","Double",,"n/a","n/a","no","n/a","This is the lower limit, in percent, associated with a specific coverCode. Where a cover scale has a non-quantitative lower or upper value, as in the ""+"" of the Braun-Blanquet scale, it is necessary to provide an approximation with ""0"" being the lower limit of the bottom most class.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"n/a","n/a",0
6310,11.00,"logical","VegBank",,"coverIndex","coverPercent","no","Double",,"n/a","n/a","no","n/a","A middle value (usually mean or geometric mean) between the upperLimit and lowerLimt stored by the database for each taxon observation and used for all coverclass conversions and interpretations.  This is assigned by the author of the cover class schema.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"n/a","n/a",0
6311,12.00,"logical","VegBank",,"coverIndex","indexDescription","yes","Memo",,"n/a","n/a","no","n/a","Description of the specific coverclass. This is particularly helpful in the case that there is no numeric value that can be applied.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"n/a","n/a",0
6312,6.00,"logical","VegBank",,"coverMethod","COVERMETHOD_ID","no","autoNumber",,"PK","n/a","no","Primary key for the coverMethod table.","Database generated identifier assigned to each unique coverclass methodology.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"n/a","n/a",0
6313,7.00,"logical","VegBank",,"coverMethod","reference_ID","yes","Long Integer",,"FK","reference.reference_ID","no","Foreign key into the reference table.","Foreign Key into the reference table, linking the defining reference to a cover method.",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,0,,,,,,"normal","n/a",0
6314,8.00,"logical","VegBank",,"coverMethod","coverType","no","text",30,"n/a","n/a","no","n/a","Name of the coverclass method (e.g., Braun-Blanquet, Barkman, Domin, Daubenmire, Carolina Vegetation Survey, etc.).",,,,0,,0,0,-900.00,1/17/2005 16:54:07,1,1,,,,,,"n/a","n/a",0
6315,6.00,"logical","VegBank",,"definedValue","DEFINEDVALUE_ID","no","autoNumber",,"PK","n/a","no","Primary key for the definedValue table","Database generated identifier assigned to each unique defined value.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"alltables","n/a",0
6316,7.00,"logical","VegBank",,"definedValue","USERDEFINED_ID","no","Long Integer",,"FK","userDefined.USERDEFINED_ID","no","n/a","Link to a specific user-defined variable defined in the userDefined table.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"normal","n/a",0
6318,8.00,"logical","VegBank",,"definedValue","tableRecord_ID","no","Long Integer",,"n/a","n/a","no","Pseudokey for the table with which this value should be associated","The numeric value of the record number (primary key) that this user-defined value would have if it were in the table identified by USERDEFINED_ID.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6319,6.00,"logical","VegBank",,"disturbanceObs","disturbanceObs_ID","no","autoNumber",,"PK","n/a","no","Primary key for disturbanceObs","Database generated identifier assigned to each unique disturbance observation..",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6320,7.00,"logical","VegBank",,"disturbanceObs","OBSERVATION_ID","no","Long Integer",,"FK","observation.OBSERVATION_ID","no","Foreign key that points to the parent observation for this disturbance record","Link to the observation event with which this report of a disturbance event is associated.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"inverted","n/a",0
6321,8.00,"logical","VegBank",,"disturbanceObs","disturbanceType","no","text",30,"n/a","n/a","yes","closed list","The type of disturbance being reported",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6322,9.00,"logical","VegBank",,"disturbanceObs","disturbanceIntensity","yes","text",30,"n/a","n/a","yes","closed list","Intensity or degree of the disturbance.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6323,10.00,"logical","VegBank",,"disturbanceObs","disturbanceAge","yes","Double",,"n/a","n/a","no","n/a","Estimated time in years since the disturbance event.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6324,11.00,"logical","VegBank",,"disturbanceObs","disturbanceExtent","yes","Double",,"n/a","n/a","no","n/a","Percent of the plot that experienced the event.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6325,12.00,"logical","VegBank",,"disturbanceObs","disturbanceComment","yes","Memo",,"n/a","n/a","no","n/a","Text description of details of the disturbance and its impact on the vegetation.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6326,6.00,"logical","VegBank",,"graphic","GRAPHIC_ID","no","autoNumber",,"PK","n/a","no","Primary key the graphic table","Database generated identifier assigned to each unique graphic idem.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6327,7.00,"logical","VegBank",,"graphic","OBSERVATION_ID","no","Long Integer",,"FK","observation.OBSERVATION_ID","no","Foreign key into the observation table.","Link from a graphic file to a specific plot observation.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"inverted","n/a",0
6328,8.00,"logical","VegBank",,"graphic","graphicName","yes","text",30,"n/a","n/a","no","n/a","Name of the graphic file.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6329,9.00,"logical","VegBank",,"graphic","graphicLocation","yes","Memo",,"n/a","n/a","no","n/a","Where the graphic is located, if not in the database",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6330,10.00,"logical","VegBank",,"graphic","graphicDescription","yes","Memo",,"n/a","n/a","no","n/a","Description of the graphical file and associated metadata such as contributor, author, sensor, etc.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6331,11.00,"logical","VegBank",,"graphic","graphicType","yes","text",20,"n/a","n/a","no","may become a closed list","The type of the graphical file format (e.g. gif, tif, ,jpeg).",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6332,12.00,"logical","VegBank",,"graphic","graphicDate","yes","date/time",,"n/a","n/a","no","n/a","Date that the graphic was produced.",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6333,13.00,"logical","VegBank",,"graphic","graphicData","yes","OLE Object",,"n/a","n/a","no","may be constrained by a maximum size","The graphical file data. - Max = 5 M total per plot",,,,0,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6334,6.00,"logical","VegBank",,"namedPlace","NAMEDPLACE_ID","no","autoNumber",,"PK","n/a","no","Primary for the namedPlace table","Database generated identifier assigned to each unique named place.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6335,7.00,"logical","VegBank",,"namedPlace","placeSystem","yes","text",50,"n/a","n/a","yes","closed list","Name of the system of names.  These can be treated as points as with place names, or as a coverage or set of polygons (e.g., geographic area names, HUC codes, Ecoregions, Quadrangles).",,,,0,,0,0,-900.00,1/17/2005 16:54:10,0,0,,,,,,"n/a","n/a",0
6336,8.00,"logical","VegBank",,"namedPlace","placeName","no","text",100,"n/a","n/a","no","n/a","The name of a place in or at which a plot is located. The system ""Geographic Name"" is an open list defined within this table. The other systems are generally closed lists constrained by aux_tables. These include at least USGSQuad, Continent, Country, State, County, HUC, and Ecoregion.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,1,,,,,,"n/a","n/a",0
6337,9.00,"logical","VegBank",,"namedPlace","placeDescription","yes","Memo",,"n/a","n/a","no","n/a","This is the description of a named place.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6338,10.00,"logical","VegBank",,"namedPlace","placeCode","yes","text",15,"n/a","n/a","no","n/a","Optional code for location identification",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6339,11.00,"logical","VegBank",,"namedPlace","owner","yes","text",100,"n/a","n/a","no","n/a","Although somewhat redundant with the owner information contained in observationContributor with roleCode of owner, this allows the program to provide ownership information automatically.  The ownership field supercedes this field in priority.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6340,12.00,"logical","VegBank",,"namedPlace","reference_ID","yes","Long Integer",,"FK","reference.reference_ID","no","Foreign key into the reference table","Link to a reference that contains further information on the named place.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,0,0,,,,,,"normal","n/a",0
6341,6.00,"logical","VegBank",,"note","NOTE_ID","no","autoNumber",,"PK","n/a","no","Primary key for the note table","Database generated identifier assigned to each unique note.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6342,7.00,"logical","VegBank",,"note","NOTELINK_ID","no","Long Integer",,"FK","noteLink.NOTELINK_ID","no","Foreign key into the notelink table","Link to the noteLink table via which a note is associated with a table, record and attribute.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"inverted","n/a",0
6343,8.00,"logical","VegBank",,"note","PARTY_ID","no","Long Integer",,"FK","party.PARTY_ID","no","Foreign key into the party table","Link to the party table to identify the party that contributed the note.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"normal","n/a",0
6344,9.00,"logical","VegBank",,"note","ROLE_ID","no","Long Integer",,"FK","aux_Role.ROLE_ID","no","Foreign key into the aux_role table","What role was the party playing when the note was applied?",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"normal","n/a",0
6345,10.00,"logical","VegBank",,"note","noteDate","yes","date/time",,"n/a","n/a","no","n/a","The date on which the note was stored in the database.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6346,11.00,"logical","VegBank",,"note","noteType","no","text",20,"n/a","n/a","yes","closed list","The type of note: Database Management, Observation Author, Database User and Internal. ""Database Management"" notes are those added by the management team and may be queried and viewed by the public. ""Database Use"" notes are those entered by the users of the database and are publicly viewable. ""Internal"" notes are for management to use internally and will not be broadcast.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6347,12.00,"logical","VegBank",,"note","noteText","no","Memo",,"n/a","n/a","no","actual note text","The text of the note.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6348,6.00,"logical","VegBank",,"noteLink","NOTELINK_ID","no","autoNumber",,"PK","n/a","no","Primary key for the noteLink table","Database generated identifier assigned to each unique noteLink.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"allfields","n/a",0
6349,7.00,"logical","VegBank",,"noteLink","tableName","no","text",50,"n/a","n/a","no","n/a","Name of the table that the note is associated with.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6350,8.00,"logical","VegBank",,"noteLink","attributeName","yes","text",50,"n/a","n/a","no","n/a","Name of the attribute in the table (stored in tableName) that the note is associated with.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6351,9.00,"logical","VegBank",,"noteLink","tableRecord","no","Long Integer",,"n/a","n/a","no","n/a","The record number (row) containing the value with which the note is associated (which translates to the primary key value for the table wherein the record is stored).",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6352,6.00,"logical","VegBank",,"observation","OBSERVATION_ID","no","autoNumber",,"PK","n/a","no","Primary key for the observation table","Database generated identifier assigned to each unique plot observation.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"root","n/a",0
6353,7.00,"logical","VegBank",,"observation","PREVIOUSOBS_ID","yes","Long Integer",,"FK","observation.OBSERVATION_ID","no","Recursive foreign key","Link to data from the previous observation of this plot.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"normal","n/a",0
6354,8.00,"logical","VegBank",,"observation","PLOT_ID","no","Long Integer",,"FK","plot.PLOT_ID","no","Foreign key into the plot table.","Link to data and metadata that do not change between observations and which are stored in the plot table.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"normal","n/a",0
6355,9.00,"logical","VegBank",,"observation","PROJECT_ID","no","Long Integer",,"FK","project.PROJECT_ID","no","Foreign key into the project table.","Link between an observation and the project within which the observation was made",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"normal","n/a",0
6356,10.00,"logical","VegBank",,"observation","authorObsCode","yes","text",30,"n/a","n/a","no","n/a","This is the code or name that the author uses to identify this plot observation event. Where a plot has only one observation, this will often equal plot.authorPlotCode.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,1,,,,,,"n/a","n/a",0
6357,11.00,"logical","VegBank",,"observation","obsStartDate","yes","date/time",,"n/a","n/a","no","default = current year","The date of the observation, or the first day if the observation spanned more than one day.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6358,12.00,"logical","VegBank",,"observation","obsEndDate","yes","date/time",,"n/a","n/a","no","n/a","If the observation event spanned more than a single day, this is the last day on which observations were made.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6359,13.00,"logical","VegBank",,"observation","dateAccuracy","yes","text",30,"n/a","n/a","yes","closed list","Estimated accuracy of the observation date.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6360,15.00,"logical","VegBank",,"observation","COVERMETHOD_ID","yes","Long Integer",,"FK","coverMethod.coverMethod_ID","no","Foreign key into the coverMethod table.","Link to the scale used to estimate taxon cover. The database stores estimated cover to the nearest percent, but the conversion details are recovered by reference to the specific scale employed.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"normal","n/a",0
6361,19.00,"logical","VegBank",,"observation","STRATUMMETHOD_ID","yes","Long Integer",,"FK","stratumMethod.stratumMethod_ID","no","Foreign key into the stratumMethod table","Link to the definitions of strata used in recording taxon-specific values of cover.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"normal","n/a",0
6362,23.00,"logical","VegBank",,"observation","stemSizeLimit","yes","Double",,"n/a","n/a","no","n/a","Lower diameter limit in centimeters for inclusion of a tree in the stem count (stemCount).",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6363,21.00,"logical","VegBank",,"observation","methodNarrative","yes","Memo",,"n/a","n/a","no","n/a","Additional metadata helpful for understanding how the data were collected during the observation event.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6364,22.00,"logical","VegBank",,"observation","taxonObservationArea","yes","Double",,"n/a","n/a","no","default = plot.area","the total surface area (in m2) used for cover estimates and for which a complete species list is provided.  If subplots were used, this would be the total area of the subplots without interstitial space.",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
6365,17.00,"logical","VegBank",,"observation","coverDispersion","yes","text",30,"n/a","n/a","yes","closed list; default = Entire","Were cover values for the total taxon list collected from one contiguous area or dispersed subplots?",,,,0,,0,0,-900.00,1/17/2005 16:54:10,1,0,,,,,,"n/a","n/a",0
